userId,rating,knowledgeId,name
1,5.00,194,树的基本概念
1,5.00,195,图的基本操作
1,3.00,196,出度
1,3.50,197,直接插入排序
1,4.00,198,快速排序
1,3.00,199,顺序表的插入
1,5.00,200,完全二叉树
1,3.50,201,直接定址法
1,3.50,202,冒泡排序
1,5.00,203,线索二叉树
1,3.00,204,队
1,5.00,205,树的定义
1,1.50,206,数组
1,5.00,207,二叉排序树的查找
1,3.50,208,十字链表
1,3.00,209,双链表
1,2.50,210,简单路径
1,4.00,211,堆
1,3.00,212,线性表
1,3.50,213,共享栈
1,3.00,214,队尾
1,3.00,215,串的存储结构
1,3.00,216,串的基本概念
1,5.00,217,广度优先遍历
1,3.50,218,AOV网
1,2.00,219,查找表
1,5.00,220,路径长度
1,4.00,221,栈的定义
1,3.50,222,头插法建立单链表
1,3.00,223,循环队列
1,4.00,224,树的度
1,2.50,225,线性表的定义
1,5.00,226,平衡二叉树的插入
1,5.00,227,拓扑排序
1,5.00,228,二叉排序树的定义
1,4.00,229,堆排序
1,3.00,230,顺序表的定义
1,3.00,231,线性表按值查找
1,3.50,232,基数排序
1,2.50,233,子图
1,0.50,234,字符数组
1,5.00,235,平衡二叉树的定义
